Anchor_RGB,Color_A_RGB,Color_B_RGB,Preference
"[0.8572536, 0.8854946, 0.45738038]","[0.18143474, 0.98530614, 0.05331567]","[0.95735496, 0.84737056, 0.73339415]",A
"[0.45398772, 0.48551401, 0.7577439]","[0.8345998, 0.592208, 0.99083555]","[0.02182158, 0.271132, 0.8486234]",B
"[0.6087056, 0.058897734, 0.6591476]","[0.16220017, 0.10639215, 0.46212834]","[0.9159348, 0.21169558, 0.68934673]",A
"[0.64072835, 0.68250585, 0.8960498]","[0.28747994, 0.7264268, 0.92965496]","[0.8980693, 0.53267395, 0.8824977]",A
"[0.044108666, 0.1889317, 0.31858668]","[0.34441188, 0.1332821, 0.43180704]","[0.21035117, 0.35423684, 0.77129143]",B
"[0.072563305, 0.9486304, 0.970758]","[0.67353594, 0.96810615, 0.80898756]","[0.28747994, 0.7264268, 0.92965496]",B
"[0.072563305, 0.9486304, 0.970758]","[0.67353594, 0.96810615, 0.80898756]","[0.28747994, 0.7264268, 0.92965496]",A
"[0.7416983, 0.42279154, 0.2985683]","[0.7271806, 0.5439083, 0.2169024]","[0.90167594, 0.15262572, 0.34791172]",B
"[0.4292257, 0.7453312, 0.41001874]","[0.60991395, 0.9065312, 0.8255304]","[0.40615124, 0.51448977, 0.13800864]",A
"[0.4292257, 0.7453312, 0.41001874]","[0.60991395, 0.9065312, 0.8255304]","[0.40615124, 0.51448977, 0.13800864]",B
"[0.4292257, 0.7453312, 0.41001874]","[0.60991395, 0.9065312, 0.8255304]","[0.40615124, 0.51448977, 0.13800864]",B
"[0.76046455, 0.12566228, 0.85979635]","[0.054626867, 0.10946045, 0.950274]","[0.8980693, 0.53267395, 0.8824977]",A
"[0.76046455, 0.12566228, 0.85979635]","[0.054626867, 0.10946045, 0.950274]","[0.8980693, 0.53267395, 0.8824977]",A
"[0.79501444, 0.695798, 0.18460143]","[0.5080122, 0.80309004, 0.006600959]","[0.7563197, 0.5601244, 0.39405036]",A
"[0.706851, 0.9923195, 0.74693954]","[0.7653207, 0.9197187, 0.020389784]","[0.13617001, 0.9262516, 0.8937931]",A
"[0.10828192, 0.3786282, 0.046295986]","[0.4144105, 0.35082278, 0.074690744]","[0.110583305, 0.53094894, 0.43826476]",B
"[0.10828192, 0.3786282, 0.046295986]","[0.4144105, 0.35082278, 0.074690744]","[0.110583305, 0.53094894, 0.43826476]",B
"[0.3558429, 0.55203146, 0.8376623]","[0.7457899, 0.76347697, 0.9554]","[0.17677906, 0.32596102, 0.7084652]",B
"[0.009299011, 0.63442075, 0.63609993]","[0.48300022, 0.7583977, 0.5641151]","[0.28747994, 0.7264268, 0.92965496]",A
"[0.57421875, 0.6138817, 0.3589545]","[0.8180658, 0.87433404, 0.24494293]","[0.28456938, 0.44798008, 0.20651251]",A
"[0.24102099, 0.014682438, 0.9337321]","[0.26076815, 0.3118484, 0.4979928]","[0.76046455, 0.12566228, 0.85979635]",B
"[0.48857623, 0.9316113, 0.1977857]","[0.24414685, 0.6740276, 0.34355068]","[0.67353594, 0.96810615, 0.80898756]",A
"[0.82176447, 0.43987203, 0.52465]","[0.99335945, 0.18284702, 0.16110401]","[0.97864306, 0.400417, 0.91476333]",A
"[0.82176447, 0.43987203, 0.52465]","[0.99335945, 0.18284702, 0.16110401]","[0.97864306, 0.400417, 0.91476333]",A
"[0.4800439, 0.03710279, 0.28628576]","[0.67034405, 0.065739624, 0.70681554]","[0.23054881, 0.18595028, 0.3037546]",A
"[0.66739535, 0.85762835, 0.42898571]","[0.79501444, 0.695798, 0.18460143]","[0.60991395, 0.9065312, 0.8255304]",B
"[0.02182158, 0.271132, 0.8486234]","[0.6087056, 0.058897734, 0.6591476]","[0.26367876, 0.5177691, 0.64989734]",A
"[0.95171386, 0.9558876, 0.099433586]","[0.6502211, 0.7917225, 0.51848954]","[0.30219832, 0.9442396, 0.18332176]",B
"[0.36303663, 0.4152897, 0.67811745]","[0.5771217, 0.33786884, 0.5108595]","[0.012217252, 0.410899, 0.48420236]",B
"[0.110583305, 0.53094894, 0.43826476]","[0.01891861, 0.55543804, 0.0004385095]","[0.012217252, 0.410899, 0.48420236]",B
"[0.110583305, 0.53094894, 0.43826476]","[0.01891861, 0.55543804, 0.0004385095]","[0.012217252, 0.410899, 0.48420236]",A
"[0.69927007, 0.09779581, 0.7690352]","[0.34441188, 0.1332821, 0.43180704]","[0.7921115, 0.4737259, 0.9624304]",A
"[0.69927007, 0.09779581, 0.7690352]","[0.34441188, 0.1332821, 0.43180704]","[0.7921115, 0.4737259, 0.9624304]",B
"[0.5500753, 0.72122926, 0.53517336]","[0.696329, 0.8215473, 0.11713604]","[0.19602776, 0.7409481, 0.74455696]",B
"[0.5500753, 0.72122926, 0.53517336]","[0.696329, 0.8215473, 0.11713604]","[0.19602776, 0.7409481, 0.74455696]",A
"[0.13912638, 0.14952247, 0.2418899]","[0.32109606, 0.122640185, 0.14515099]","[0.11350912, 0.29964527, 0.6604271]",B
"[0.13912638, 0.14952247, 0.2418899]","[0.32109606, 0.122640185, 0.14515099]","[0.11350912, 0.29964527, 0.6604271]",B
"[0.38765058, 0.79680175, 0.87609065]","[0.8096089, 0.97780585, 0.9231259]","[0.0331012, 0.62138337, 0.91194177]",B
"[0.7986052, 0.33249396, 0.33072057]","[0.7660444, 0.048632458, 0.49536613]","[0.77504504, 0.4078034, 0.121222466]",A
"[0.7709158, 0.77799827, 0.65606016]","[0.92794424, 0.8171413, 0.7951825]","[0.36593956, 0.6290534, 0.45597482]",B
"[0.4144105, 0.35082278, 0.074690744]","[0.64561504, 0.39797187, 0.23535703]","[0.10828192, 0.3786282, 0.046295986]",B
"[0.4144105, 0.35082278, 0.074690744]","[0.64561504, 0.39797187, 0.23535703]","[0.10828192, 0.3786282, 0.046295986]",A
"[0.16684094, 0.7048901, 0.8074633]","[0.25760406, 0.8773559, 0.7794125]","[0.3558429, 0.55203146, 0.8376623]",B
"[0.52335197, 0.16636352, 0.4779135]","[0.5620479, 0.09346499, 0.19523619]","[0.7320749, 0.2515313, 0.9322083]",B
"[0.7271806, 0.5439083, 0.2169024]","[0.71789235, 0.3174982, 0.030464945]","[0.6882434, 0.71200645, 0.48493382]",B
"[0.083571486, 0.08534164, 0.5133597]","[0.21035117, 0.35423684, 0.77129143]","[0.52335197, 0.16636352, 0.4779135]",A
"[0.083571486, 0.08534164, 0.5133597]","[0.21035117, 0.35423684, 0.77129143]","[0.52335197, 0.16636352, 0.4779135]",B
"[0.97864306, 0.400417, 0.91476333]","[0.54356056, 0.37359577, 0.9488686]","[0.82176447, 0.43987203, 0.52465]",A
"[0.8879612, 0.6407027, 0.26221576]","[0.6882434, 0.71200645, 0.48493382]","[0.77504504, 0.4078034, 0.121222466]",A
"[0.6404069, 0.28798208, 0.6193175]","[0.97864306, 0.400417, 0.91476333]","[0.4800439, 0.03710279, 0.28628576]",B
"[0.8613821, 0.022190567, 0.058577713]","[0.5620479, 0.09346499, 0.19523619]","[0.9325888, 0.49412566, 0.45085073]",A
"[0.8613821, 0.022190567, 0.058577713]","[0.5620479, 0.09346499, 0.19523619]","[0.9325888, 0.49412566, 0.45085073]",A
"[0.8662459, 0.808465, 0.84321856]","[0.7709158, 0.77799827, 0.65606016]","[0.57924354, 0.69334507, 0.9733846]",B
"[0.4474826, 0.31278896, 0.3874557]","[0.33016825, 0.20015064, 0.5308123]","[0.7840264, 0.11451683, 0.5926805]",B
"[0.4474826, 0.31278896, 0.3874557]","[0.33016825, 0.20015064, 0.5308123]","[0.7840264, 0.11451683, 0.5926805]",B
"[0.19602776, 0.7409481, 0.74455696]","[0.110583305, 0.53094894, 0.43826476]","[0.8096089, 0.97780585, 0.9231259]",A
"[0.6147854, 0.13787308, 0.04086545]","[0.32109606, 0.122640185, 0.14515099]","[0.77504504, 0.4078034, 0.121222466]",A
"[0.054626867, 0.10946045, 0.950274]","[0.044108666, 0.1889317, 0.31858668]","[0.15370744, 0.42983532, 0.99608684]",A
"[0.8830669, 0.43500996, 0.60161287]","[0.9853349, 0.29238802, 0.28476164]","[0.7921115, 0.4737259, 0.9624304]",B
"[0.983545, 0.679084, 0.1994353]","[0.95735496, 0.84737056, 0.73339415]","[0.77504504, 0.4078034, 0.121222466]",B
"[0.983545, 0.679084, 0.1994353]","[0.95735496, 0.84737056, 0.73339415]","[0.77504504, 0.4078034, 0.121222466]",B
"[0.33016825, 0.20015064, 0.5308123]","[0.2674409, 0.38887063, 0.8660846]","[0.38471708, 0.0024868967, 0.22419193]",A
"[0.7320749, 0.2515313, 0.9322083]","[0.3937132, 0.17570026, 0.60814536]","[0.939703, 0.3592856, 0.63109756]",B
"[0.7320749, 0.2515313, 0.9322083]","[0.3937132, 0.17570026, 0.60814536]","[0.939703, 0.3592856, 0.63109756]",A
"[0.51848817, 0.8820651, 0.63860065]","[0.9046323, 0.9230301, 0.500784]","[0.1718848, 0.5944199, 0.42379996]",B
"[0.17175046, 0.49674064, 0.09213572]","[0.22447363, 0.29511362, 0.17228529]","[0.14225362, 0.7549835, 0.27350506]",A
"[0.41929713, 0.5726059, 0.78999615]","[0.21035117, 0.35423684, 0.77129143]","[0.6637201, 0.45609564, 0.8326704]",A
"[0.13617001, 0.9262516, 0.8937931]","[0.706851, 0.9923195, 0.74693954]","[0.009299011, 0.63442075, 0.63609993]",B
"[0.13617001, 0.9262516, 0.8937931]","[0.706851, 0.9923195, 0.74693954]","[0.009299011, 0.63442075, 0.63609993]",B
"[0.696329, 0.8215473, 0.11713604]","[0.975521, 0.78830826, 0.32357877]","[0.2145152, 0.9604557, 0.49036753]",A
"[0.36593956, 0.6290534, 0.45597482]","[0.049770728, 0.84125245, 0.1656336]","[0.19602776, 0.7409481, 0.74455696]",B
"[0.2674409, 0.38887063, 0.8660846]","[0.06076259, 0.46904716, 0.57270956]","[0.3937132, 0.17570026, 0.60814536]",A
"[0.01891861, 0.55543804, 0.0004385095]","[0.110583305, 0.53094894, 0.43826476]","[0.5080122, 0.80309004, 0.006600959]",A
"[0.23054881, 0.18595028, 0.3037546]","[0.11350912, 0.29964527, 0.6604271]","[0.4800439, 0.03710279, 0.28628576]",A
"[0.23054881, 0.18595028, 0.3037546]","[0.11350912, 0.29964527, 0.6604271]","[0.4800439, 0.03710279, 0.28628576]",B
"[0.23054881, 0.18595028, 0.3037546]","[0.11350912, 0.29964527, 0.6604271]","[0.4800439, 0.03710279, 0.28628576]",A
"[0.48300022, 0.7583977, 0.5641151]","[0.6279651, 0.90219265, 0.15015364]","[0.009299011, 0.63442075, 0.63609993]",A
"[0.48300022, 0.7583977, 0.5641151]","[0.6279651, 0.90219265, 0.15015364]","[0.009299011, 0.63442075, 0.63609993]",A
"[0.83168924, 0.3623539, 0.14265017]","[0.8015234, 0.6182801, 0.55288345]","[0.6147854, 0.13787308, 0.04086545]",B
"[0.8246903, 0.73344016, 0.37275192]","[0.6279651, 0.90219265, 0.15015364]","[0.847761, 0.5262626, 0.08128159]",A
"[0.26367876, 0.5177691, 0.64989734]","[0.57924354, 0.69334507, 0.9733846]","[0.11350912, 0.29964527, 0.6604271]",A
"[0.26367876, 0.5177691, 0.64989734]","[0.57924354, 0.69334507, 0.9733846]","[0.11350912, 0.29964527, 0.6604271]",B
"[0.9249879, 0.10317827, 0.073040724]","[0.5620479, 0.09346499, 0.19523619]","[0.9325888, 0.49412566, 0.45085073]",A
"[0.95735496, 0.84737056, 0.73339415]","[0.9046323, 0.9230301, 0.500784]","[0.7563197, 0.5601244, 0.39405036]",B
"[0.3529247, 0.27356187, 0.059857827]","[0.64561504, 0.39797187, 0.23535703]","[0.28456938, 0.44798008, 0.20651251]",A
"[0.10537135, 0.6707162, 0.8241245]","[0.072563305, 0.9486304, 0.970758]","[0.06076259, 0.46904716, 0.57270956]",A
"[0.54063475, 0.5819426, 0.17106363]","[0.55298585, 0.45305935, 0.31303024]","[0.23807226, 0.78362954, 0.21159075]",A
"[0.14519472, 0.039540336, 0.6216996]","[0.33971867, 0.34051433, 0.8993444]","[0.13912638, 0.14952247, 0.2418899]",B
"[0.39666197, 0.90483814, 0.25995964]","[0.95171386, 0.9558876, 0.099433586]","[0.67353594, 0.96810615, 0.80898756]",A
"[0.7921115, 0.4737259, 0.9624304]","[0.69927007, 0.09779581, 0.7690352]","[0.64072835, 0.68250585, 0.8960498]",B
"[0.42432383, 0.45934767, 0.6946585]","[0.06076259, 0.46904716, 0.57270956]","[0.5771217, 0.33786884, 0.5108595]",A
"[0.51289123, 0.026588839, 0.8459973]","[0.11350912, 0.29964527, 0.6604271]","[0.85237455, 0.16391072, 0.67268753]",B
"[0.51289123, 0.026588839, 0.8459973]","[0.11350912, 0.29964527, 0.6604271]","[0.85237455, 0.16391072, 0.67268753]",B
"[0.51289123, 0.026588839, 0.8459973]","[0.11350912, 0.29964527, 0.6604271]","[0.85237455, 0.16391072, 0.67268753]",A
"[0.077427074, 0.22462042, 0.13135195]","[0.20091444, 0.4647073, 0.40516034]","[0.3529247, 0.27356187, 0.059857827]",A
"[0.8980693, 0.53267395, 0.8824977]","[0.7457899, 0.76347697, 0.9554]","[0.76046455, 0.12566228, 0.85979635]",A
"[0.039237283, 0.98053145, 0.53389335]","[0.7653207, 0.9197187, 0.020389784]","[0.60991395, 0.9065312, 0.8255304]",B
"[0.64561504, 0.39797187, 0.23535703]","[0.4144105, 0.35082278, 0.074690744]","[0.9325888, 0.49412566, 0.45085073]",B
"[0.6038494, 0.7667563, 0.44382066]","[0.40615124, 0.51448977, 0.13800864]","[0.60991395, 0.9065312, 0.8255304]",A
"[0.21035117, 0.35423684, 0.77129143]","[0.41929713, 0.5726059, 0.78999615]","[0.14519472, 0.039540336, 0.6216996]",A
"[0.21035117, 0.35423684, 0.77129143]","[0.41929713, 0.5726059, 0.78999615]","[0.14519472, 0.039540336, 0.6216996]",A
"[0.6502211, 0.7917225, 0.51848954]","[0.79501444, 0.695798, 0.18460143]","[0.25760406, 0.8773559, 0.7794125]",A
"[0.6502211, 0.7917225, 0.51848954]","[0.79501444, 0.695798, 0.18460143]","[0.25760406, 0.8773559, 0.7794125]",B
"[0.6502211, 0.7917225, 0.51848954]","[0.79501444, 0.695798, 0.18460143]","[0.25760406, 0.8773559, 0.7794125]",A
"[0.90167594, 0.15262572, 0.34791172]","[0.94876516, 0.24970655, 0.7513373]","[0.7416983, 0.42279154, 0.2985683]",A
"[0.35233188, 0.42947498, 0.23488466]","[0.4236762, 0.70048195, 0.58338165]","[0.6248829, 0.6499758, 0.20635828]",A
"[0.7548594, 0.10452621, 0.26172024]","[0.84527993, 0.47923458, 0.36367714]","[0.6467918, 0.22180404, 0.64892554]",A
"[0.20951882, 0.9573534, 0.96093106]","[0.8829375, 0.89068556, 0.8118579]","[0.21516109, 0.6158741, 0.5001962]",B
"[0.99128705, 0.8680902, 0.04538668]","[0.44160545, 0.88218546, 0.14404806]","[0.99785185, 0.7130104, 0.49385443]",A
"[0.5321918, 0.9325128, 0.3927722]","[0.13438305, 0.7413479, 0.64698464]","[0.99128705, 0.8680902, 0.04538668]",A
"[0.5321918, 0.9325128, 0.3927722]","[0.13438305, 0.7413479, 0.64698464]","[0.99128705, 0.8680902, 0.04538668]",A
"[0.18669367, 0.36499137, 0.32500702]","[0.21516109, 0.6158741, 0.5001962]","[0.09391176, 0.13824582, 0.2165041]",A
"[0.70616454, 0.16504256, 0.17216246]","[0.94871444, 0.33690175, 0.53513145]","[0.21897529, 0.084685564, 0.013381337]",B
"[0.8397768, 0.32079867, 0.075672485]","[0.99785185, 0.7130104, 0.49385443]","[0.388367, 0.23179351, 0.08680211]",B
"[0.8397768, 0.32079867, 0.075672485]","[0.99785185, 0.7130104, 0.49385443]","[0.388367, 0.23179351, 0.08680211]",B
"[0.13438305, 0.7413479, 0.64698464]","[0.72428834, 0.7928592, 0.8535418]","[0.39256552, 0.756713, 0.0050697476]",B
"[0.13438305, 0.7413479, 0.64698464]","[0.72428834, 0.7928592, 0.8535418]","[0.39256552, 0.756713, 0.0050697476]",A
"[0.11957403, 0.47341788, 0.9267373]","[0.27846402, 0.24789788, 0.5531266]","[0.55730104, 0.70673865, 0.74558735]",A
"[0.9140791, 0.5894594, 0.3584163]","[0.8110609, 0.19706684, 0.05185982]","[0.56798613, 0.5579232, 0.478841]",A
"[0.9140791, 0.5894594, 0.3584163]","[0.8110609, 0.19706684, 0.05185982]","[0.56798613, 0.5579232, 0.478841]",A
"[0.5217359, 0.05471431, 0.5707985]","[0.7126614, 0.2616698, 0.35109892]","[0.86043453, 0.2823193, 0.9481324]",A
"[0.5217359, 0.05471431, 0.5707985]","[0.7126614, 0.2616698, 0.35109892]","[0.86043453, 0.2823193, 0.9481324]",A
"[0.44160545, 0.88218546, 0.14404806]","[0.99128705, 0.8680902, 0.04538668]","[0.055826493, 0.79317, 0.66438407]",B
"[0.6248829, 0.6499758, 0.20635828]","[0.2408772, 0.53100806, 0.38249707]","[0.8829375, 0.89068556, 0.8118579]",A
"[0.9391055, 0.24419795, 0.98848104]","[0.83510596, 0.6019282, 0.6700833]","[0.41337454, 0.12913665, 0.9682485]",B
"[0.019352548, 0.8177018, 0.29667065]","[0.9090402, 0.9935646, 0.18045634]","[0.2408772, 0.53100806, 0.38249707]",B
"[0.6367622, 0.38522124, 0.48555824]","[0.92605966, 0.42199606, 0.29964843]","[0.54320747, 0.15113851, 0.8607396]",A
"[0.65097404, 0.94043046, 0.12027228]","[0.8829375, 0.89068556, 0.8118579]","[0.36378893, 0.59013665, 0.16927427]",A
"[0.65097404, 0.94043046, 0.12027228]","[0.8829375, 0.89068556, 0.8118579]","[0.36378893, 0.59013665, 0.16927427]",B
"[0.7860003, 0.40684527, 0.84016186]","[0.72428834, 0.7928592, 0.8535418]","[0.4462748, 0.16355594, 0.6101915]",B
"[0.43264392, 0.85910374, 0.8776212]","[0.79912865, 0.9784366, 0.7092815]","[0.3863803, 0.6089179, 0.85592985]",B
"[0.43264392, 0.85910374, 0.8776212]","[0.79912865, 0.9784366, 0.7092815]","[0.3863803, 0.6089179, 0.85592985]",B
"[0.43264392, 0.85910374, 0.8776212]","[0.79912865, 0.9784366, 0.7092815]","[0.3863803, 0.6089179, 0.85592985]",B
"[0.50080293, 0.6107798, 0.9398265]","[0.046604514, 0.34889215, 0.78348845]","[0.7860003, 0.40684527, 0.84016186]",B
"[0.50080293, 0.6107798, 0.9398265]","[0.046604514, 0.34889215, 0.78348845]","[0.7860003, 0.40684527, 0.84016186]",B
"[0.10633114, 0.9196201, 0.561417]","[0.43264392, 0.85910374, 0.8776212]","[0.8662209, 0.90995497, 0.24850963]",B
"[0.15530482, 0.18586986, 0.7779451]","[0.2944561, 0.4979562, 0.7116134]","[0.34578934, 0.020734936, 0.28836337]",B
"[0.82567596, 0.75100785, 0.44471574]","[0.5098165, 0.9565564, 0.5211668]","[0.40758127, 0.50677127, 0.23037335]",A
"[0.73751956, 0.34626785, 0.7188429]","[0.3212172, 0.12144725, 0.65706867]","[0.5877173, 0.4539364, 0.42922562]",A
"[0.73751956, 0.34626785, 0.7188429]","[0.3212172, 0.12144725, 0.65706867]","[0.5877173, 0.4539364, 0.42922562]",A
"[0.2825225, 0.71658546, 0.05849612]","[0.9090402, 0.9935646, 0.18045634]","[0.56798613, 0.5579232, 0.478841]",A
"[0.08821494, 0.046216108, 0.4733033]","[0.2734166, 0.34293818, 0.97038245]","[0.0526233, 0.011795348, 0.07325394]",A
"[0.5531212, 0.48786888, 0.023606878]","[0.07497609, 0.59974676, 0.10812033]","[0.9241929, 0.79960954, 0.50615484]",B
"[0.1876205, 0.40345457, 0.591678]","[0.26143694, 0.6764515, 0.9340526]","[0.11004149, 0.06855928, 0.59689236]",A
"[0.7679837, 0.5336901, 0.13097723]","[0.92605966, 0.42199606, 0.29964843]","[0.99128705, 0.8680902, 0.04538668]",B
"[0.6681518, 0.06434467, 0.90761256]","[0.87979394, 0.17205603, 0.46484742]","[0.046604514, 0.34889215, 0.78348845]",B
"[0.6681518, 0.06434467, 0.90761256]","[0.87979394, 0.17205603, 0.46484742]","[0.046604514, 0.34889215, 0.78348845]",B
"[0.6571333, 0.8454713, 0.31464562]","[0.23139752, 0.8658122, 0.7332938]","[0.5411751, 0.5235267, 0.068358436]",B
"[0.6571333, 0.8454713, 0.31464562]","[0.23139752, 0.8658122, 0.7332938]","[0.5411751, 0.5235267, 0.068358436]",A
"[0.20004226, 0.6845841, 0.1862471]","[0.79912865, 0.9784366, 0.7092815]","[0.45571798, 0.451343, 0.27502376]",A
"[0.061759125, 0.42080623, 0.40313038]","[0.2944561, 0.4979562, 0.7116134]","[0.30957493, 0.30302456, 0.09981465]",A
"[0.9817202, 0.51731604, 0.81951916]","[0.96017236, 0.67526346, 0.6232103]","[0.6467918, 0.22180404, 0.64892554]",A
"[0.5811067, 0.111478634, 0.09403916]","[0.3822603, 0.32779133, 0.38982975]","[0.7638205, 0.44724718, 0.2146502]",A
"[0.3764358, 0.95066804, 0.68331146]","[0.9761625, 0.92508143, 0.6415907]","[0.07497609, 0.59974676, 0.10812033]",A
"[0.4773897, 0.35638365, 0.031757552]","[0.17768686, 0.21015757, 0.15138058]","[0.64089876, 0.59565717, 0.41884437]",A
"[0.87979394, 0.17205603, 0.46484742]","[0.42950237, 0.077729434, 0.3456744]","[0.92605966, 0.42199606, 0.29964843]",A
"[0.1615881, 0.02792221, 0.53664964]","[0.2734166, 0.34293818, 0.97038245]","[0.0526233, 0.011795348, 0.07325394]",B
"[0.1615881, 0.02792221, 0.53664964]","[0.2734166, 0.34293818, 0.97038245]","[0.0526233, 0.011795348, 0.07325394]",A
"[0.69656074, 0.43783194, 0.96192366]","[0.419512, 0.2879015, 0.5084902]","[0.83510596, 0.6019282, 0.6700833]",B
"[0.2765615, 0.6240677, 0.25291714]","[0.65097404, 0.94043046, 0.12027228]","[0.22938594, 0.4885409, 0.46337497]",B
"[0.9241929, 0.79960954, 0.50615484]","[0.96017236, 0.67526346, 0.6232103]","[0.65097404, 0.94043046, 0.12027228]",A
"[0.9241929, 0.79960954, 0.50615484]","[0.96017236, 0.67526346, 0.6232103]","[0.65097404, 0.94043046, 0.12027228]",A
"[0.9241929, 0.79960954, 0.50615484]","[0.96017236, 0.67526346, 0.6232103]","[0.65097404, 0.94043046, 0.12027228]",B
"[0.9241929, 0.79960954, 0.50615484]","[0.96017236, 0.67526346, 0.6232103]","[0.65097404, 0.94043046, 0.12027228]",B
"[0.51181805, 0.3294103, 0.2824353]","[0.97021663, 0.2984463, 0.41055056]","[0.21315165, 0.23872699, 0.30142605]",A
"[0.51181805, 0.3294103, 0.2824353]","[0.97021663, 0.2984463, 0.41055056]","[0.21315165, 0.23872699, 0.30142605]",A
"[0.42950237, 0.077729434, 0.3456744]","[0.030370012, 0.0990723, 0.94981843]","[0.8292898, 0.22905232, 0.40106285]",B
"[0.96484035, 0.39389393, 0.15379906]","[0.7499395, 0.56514215, 0.0032311045]","[0.70616454, 0.16504256, 0.17216246]",A
"[0.0093187895, 0.5429858, 0.5688618]","[0.17567763, 0.58386564, 0.92148584]","[0.45206878, 0.5367751, 0.3166979]",A
"[0.0093187895, 0.5429858, 0.5688618]","[0.17567763, 0.58386564, 0.92148584]","[0.45206878, 0.5367751, 0.3166979]",A
"[0.0093187895, 0.5429858, 0.5688618]","[0.17567763, 0.58386564, 0.92148584]","[0.45206878, 0.5367751, 0.3166979]",A
"[0.24451049, 0.31237876, 0.84861004]","[0.5593043, 0.07946834, 0.45300782]","[0.17567763, 0.58386564, 0.92148584]",B
"[0.24451049, 0.31237876, 0.84861004]","[0.5593043, 0.07946834, 0.45300782]","[0.17567763, 0.58386564, 0.92148584]",A
"[0.24451049, 0.31237876, 0.84861004]","[0.5593043, 0.07946834, 0.45300782]","[0.17567763, 0.58386564, 0.92148584]",A
"[0.7891434, 0.62571955, 0.4365396]","[0.7024552, 0.8149582, 0.23202892]","[0.6823596, 0.50838023, 0.5424639]",A
"[0.7891434, 0.62571955, 0.4365396]","[0.7024552, 0.8149582, 0.23202892]","[0.6823596, 0.50838023, 0.5424639]",A
"[0.33077556, 0.2705508, 0.44689664]","[0.31464392, 0.46746606, 0.86631674]","[0.72791934, 0.011489427, 0.38410005]",B
"[0.62574416, 0.6663508, 0.76794994]","[0.8829375, 0.89068556, 0.8118579]","[0.39836094, 0.37895465, 0.79850566]",B
"[0.8110609, 0.19706684, 0.05185982]","[0.46139744, 0.10631986, 0.20148829]","[0.9140791, 0.5894594, 0.3584163]",A
"[0.23139752, 0.8658122, 0.7332938]","[0.72428834, 0.7928592, 0.8535418]","[0.39256552, 0.756713, 0.0050697476]",B
"[0.23139752, 0.8658122, 0.7332938]","[0.72428834, 0.7928592, 0.8535418]","[0.39256552, 0.756713, 0.0050697476]",A
"[0.030370012, 0.0990723, 0.94981843]","[0.2944561, 0.4979562, 0.7116134]","[0.42950237, 0.077729434, 0.3456744]",B
"[0.612462, 0.43134913, 0.5469696]","[0.42950237, 0.077729434, 0.3456744]","[0.62574416, 0.6663508, 0.76794994]",A
"[0.40758127, 0.50677127, 0.23037335]","[0.061759125, 0.42080623, 0.40313038]","[0.7024552, 0.8149582, 0.23202892]",B
"[0.4462748, 0.16355594, 0.6101915]","[0.26331133, 0.05321063, 0.13367535]","[0.69656074, 0.43783194, 0.96192366]",B
"[0.11594361, 0.6922876, 0.33562383]","[0.5411751, 0.5235267, 0.068358436]","[0.12819146, 0.83380187, 0.81377417]",A
"[0.11594361, 0.6922876, 0.33562383]","[0.5411751, 0.5235267, 0.068358436]","[0.12819146, 0.83380187, 0.81377417]",A
"[0.13020235, 0.45997337, 0.1150684]","[0.17768686, 0.21015757, 0.15138058]","[0.1933929, 0.78119034, 0.35300708]",A
"[0.3077027, 0.92638963, 0.83074844]","[0.5831107, 0.73530626, 0.8328312]","[0.24655023, 0.93476605, 0.0784929]",B
"[0.84527993, 0.47923458, 0.36367714]","[0.87979394, 0.17205603, 0.46484742]","[0.64089876, 0.59565717, 0.41884437]",B
"[0.84527993, 0.47923458, 0.36367714]","[0.87979394, 0.17205603, 0.46484742]","[0.64089876, 0.59565717, 0.41884437]",B
"[0.17567763, 0.58386564, 0.92148584]","[0.24451049, 0.31237876, 0.84861004]","[0.0093187895, 0.5429858, 0.5688618]",A
"[0.0625572, 0.31837723, 0.63855076]","[0.5217359, 0.05471431, 0.5707985]","[0.17567763, 0.58386564, 0.92148584]",A
"[0.54320747, 0.15113851, 0.8607396]","[0.72791934, 0.011489427, 0.38410005]","[0.1876205, 0.40345457, 0.591678]",A
